City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
396,Lethem,GY,84.79,3.38,-59.8,Savannah Inn
401,Manta,EC,80.6,-0.95,-80.73,Balandra Hotel
405,Biak,ID,77.43,-0.91,122.88,Kost Ariz
406,Canandaigua,US,73.4,42.87,-77.29,Holiday Inn Express Canandaigua - Finger Lakes
409,Tarakan,ID,77.88,3.3,117.63,RedDoorz Syariah near Taman Berlabuh Tarakan
412,Barmer,IN,73.22,25.75,71.38,OYO 71911 Hotel Amber Palace
413,Axim,GH,78.73,4.87,-2.24,AXIM BEACH RESORT AND SPA
414,Mahibadhoo,MV,83.43,3.78,72.97,Omadhoo Inn
415,Rosario,AR,86.0,-32.95,-60.64,Holiday Inn Rosario
417,Struthers,US,75.2,41.05,-80.61,Red Roof Inn Boardman
422,Hambantota,LK,79.14,6.12,81.12,Bungalow 63
425,Melaka,MY,77.0,2.2,102.24,Hatten Hotel Melaka
426,Ternate,ID,81.14,0.8,127.4,Grand Dafam Bela Ternate
433,Buta,CD,71.29,2.79,24.73,HOTEL BISO NA BISO
435,Lorengau,PG,81.95,-2.02,147.27,Lorengau Harbourside Hotel
437,Nouakchott,MR,80.6,18.09,-15.98,Hôtel Iman
442,Safford,US,77.0,32.83,-109.71,SpringHill Suites by Marriott Thatcher
443,Viedma,AR,73.0,-40.81,-63.0,Hotel Cristal
444,Gorontalo,ID,75.33,0.54,123.06,Maqna Hotel by Prasanthi
450,Dumabato,PH,72.59,16.32,121.7,JBT MOUNTAIN VIEW RECREATIONAL PLACE
451,Daru,PG,76.57,-9.08,143.21,New century hotel
456,Nkowakowa,ZA,75.2,-23.89,30.29,Moytel 966A Guest House & Spa
458,Ranong,TH,76.96,9.97,98.63,Tinidee Hotel@Ranong
459,Quelimane,MZ,80.6,-17.88,36.89,Hotel Flamingo
464,Owando,CG,72.9,-0.48,15.9,Exaunel Hotel Owando
466,Masaya,NI,86.0,11.97,-86.09,Casa Vega Hostal
468,Mutoko,ZW,76.03,-17.4,32.23,Nyamakwere Lodges
470,Kati,ML,80.6,12.74,-8.07,samassa la
471,Isangel,VU,80.89,-19.55,169.27,Volcano Sea View Tree House
477,Sorong,ID,80.22,-0.88,131.25,The Waigo Hotel
482,Kalmunai,LK,78.75,7.42,81.82,VS Villa
485,Marsh Harbour,BS,79.18,26.54,-77.06,Abaco Beach Resort
488,Keti Bandar,PK,77.22,24.14,67.45,Haji laloo memon house
492,Shakawe,BW,82.15,-18.37,21.85,Ditlhapi Guest House
493,Tallahassee,US,80.6,30.44,-84.28,Four Points by Sheraton Tallahassee Downtown
495,Tampakan,PH,73.08,6.44,124.93,Green Palm Resort
497,Virginia Beach,US,73.4,36.85,-75.98,Hilton Virginia Beach Oceanfront
501,Hamilton,US,73.99,39.18,-84.53,Six Acres Bed & Breakfast
505,Batticaloa,LK,79.23,7.71,81.69,Grand Star Guest House
510,Gemena,CD,71.47,3.25,19.77,Hôtel Goshen
513,Kulhudhuffushi,MV,83.68,6.62,73.07,Haajy Guest House 1
514,Kantunilkin,MX,84.2,21.09,-87.45,Posada Paraiso
517,Naranjito,EC,84.2,-2.22,-79.48,canton marcelino maridueña
519,Cravo Norte,CO,88.16,6.3,-70.2,Hotel El Puerto
523,Havelock,US,75.0,34.88,-76.9,Sherwood Motel
527,Matara,LK,77.05,5.95,80.54,Amaloh Boutique Resort
529,Itacoatiara,BR,88.12,-3.14,-58.44,BBB Rooms Centro Itacoatiara AM
532,Great Bend,US,73.99,38.36,-98.76,Best Western Angus Inn
533,Road Town,VG,84.2,18.42,-64.62,"ZINGARA 76ft Catamaran, full crew-all included"
534,Saravena,CO,80.83,6.95,-71.88,Hotel sarare inn
541,Brownsville,US,84.2,25.9,-97.5,Hotel Alameda Express
542,Samarai,PG,81.41,-10.62,150.67,Nuli Sapi
543,Bintulu,MY,77.0,3.17,113.03,900 Boutique INN
545,Bartica,GY,80.6,6.4,-58.62,La Vista Hotel and Apartment
546,Pinheiral,BR,73.4,-22.51,-44.0,Aldeia das Águas Park Resort
547,Ambilobe,MG,74.35,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
553,Sao Joao Da Barra,BR,77.0,-21.64,-41.05,Pousada Porto De Canoas
554,Melur,IN,78.8,10.05,78.33,hotel temple city
558,Sao Jose Da Coroa Grande,BR,78.3,-8.9,-35.15,Crôa Mares Hotel
563,Catamarca,AR,89.01,-28.47,-65.79,Amerian Catamarca Park Hotel
565,Ampanihy,MG,75.34,-24.7,44.75,Angora Hotel
566,Mudon,MM,76.1,16.26,97.72,Motel Mudon
567,Mastic Beach,US,70.0,40.77,-72.85,Brushwood House by Smith Point Beach
568,San Juan,AR,89.73,-31.54,-68.54,Hotel Provincial
573,Chaiyaphum,TH,71.58,15.75,102.0,Hotel Resort Pakjai
576,Luganville,VU,82.4,-15.53,167.17,The Espiritu Hotel
581,Tautira,PF,84.2,-17.73,-149.15,Pension Oaoa
582,Tiradentes,BR,75.2,-21.11,-44.18,Hotel Serra Vista
584,Muisne,EC,82.4,0.6,-80.03,Quinta Samay
587,Arona,ES,70.0,28.1,-16.68,Paradise Court
589,Saint-Georges,GD,84.2,12.06,-61.75,Siesta Hotel
590,Maumere,ID,80.11,-8.62,122.21,Sylvia Hotel
595,Maiduguri,NG,75.88,11.85,13.16,College of Nursing & Midwifery Female's Hostel
596,Kerema,PG,77.56,-7.96,145.78,Elore Lodge
597,Les Cayes,HT,80.17,18.2,-73.75,Villa Orphee
599,Odweyne,SO,70.2,9.41,45.06,Eng Hiirey House
601,Guarapari,BR,77.0,-20.67,-40.5,Hotel Porto do Sol
608,Nadapuram,IN,80.6,11.7,75.67,Fabina Garden
609,Maragogi,BR,77.85,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
612,Nyalikungu,TZ,73.4,-3.18,33.78,Magreth Hotel
617,Griffith,US,73.0,41.53,-87.42,"Motel 6 Hammond, IN - Chicago Area"
618,San Patricio,US,82.4,28.02,-97.52,"Motel 6 Sinton, TX"
619,Sur,OM,75.36,22.57,59.53,Sur Plaza Hotel
625,Moindou,NC,75.2,-21.69,165.68,Gite de la RYAWA
632,Puerto Escondido,MX,87.8,15.85,-97.07,Aldea del Bazar Hotel and Spa
633,Makakilo City,US,84.2,21.35,-158.09,Marriott's Ko Olina Beach Club
636,Morelia,MX,77.0,19.7,-101.18,"Hotel Alameda Morelia, Centro Histórico"
639,Bata,GQ,77.0,1.86,9.77,Hotel Carmen
640,Marawi,PH,73.99,8.0,124.29,Derogongan Residence
643,Anton Lizardo,MX,86.0,19.05,-95.98,Hotel CocoAventura
644,Iquitos,PE,89.6,-3.75,-73.25,Cortez Malaga Techy Caroly
647,Nishihara,JP,75.2,26.18,127.76,Minshuku Agaihama
651,Santa Maria,BR,86.0,-29.68,-53.81,Hotel Morotin
653,Greensburg,US,72.0,40.3,-79.54,Courtyard by Marriott Pittsburgh Greensburg
654,Cumberland,US,78.8,35.05,-78.87,American Eagle Inn
657,Tucupita,VE,79.68,9.06,-62.05,Hotel Tucupita Su​ite C.A.
658,Rivadavia,AR,86.0,-33.19,-68.46,Posada Del Fin Del Mundo
659,Aden,YE,79.66,12.78,45.04,Sama Emirate Hotel
660,Santiago,CL,88.0,-33.46,-70.65,Hotel Panamericano
667,Golden,US,73.4,39.76,-105.22,"The Golden Hotel, Ascend Hotel Collection"
668,Omboue,GA,77.77,-1.57,9.26,Hotel Olako
670,Majene,ID,77.56,-3.54,118.97,Kost Putri RABBANI
