City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,Belmonte,-15.86,-38.88,78.8,83,40,12.75,BR,2020-11-07 20:36:53
301,Zarand,30.81,56.56,47.52,50,14,2.35,IR,2020-11-07 20:33:09
302,Florianopolis,-27.61,-48.5,75.2,60,20,14.99,BR,2020-11-07 20:35:19
303,Jinchang,38.5,102.17,37.71,55,0,2.84,CN,2020-11-07 20:36:53
304,Nouadhibou,20.93,-17.03,71.6,73,67,16.11,MR,2020-11-07 20:36:54
305,Yantal,56.85,105.25,22.17,95,100,6.26,RU,2020-11-07 20:36:54
306,Shaowu,27.34,117.48,61.75,72,40,2.19,CN,2020-11-07 20:36:54
307,Acarau,-2.89,-40.12,81.25,72,55,18.28,BR,2020-11-07 20:36:54
308,Quatre Cocos,-20.21,57.76,73.4,78,40,6.93,MU,2020-11-07 20:36:54
309,Grand Gaube,-20.01,57.66,71.01,75,26,3.0,MU,2020-11-07 20:36:54
310,Ballina,-28.87,153.57,64.0,88,90,8.05,AU,2020-11-07 20:36:54
311,Oneonta,42.45,-75.06,58.42,73,100,4.05,US,2020-11-07 20:36:54
312,Los Alamos,35.89,-106.31,61.0,43,90,16.11,US,2020-11-07 20:36:54
313,Robertsport,6.75,-11.37,80.71,83,9,7.43,LR,2020-11-07 20:36:54
314,Tebingtinggi,3.33,99.16,75.61,91,100,2.93,ID,2020-11-07 20:36:54
315,Kenai,60.55,-151.26,25.0,85,90,12.75,US,2020-11-07 20:36:54
316,Muyezerskiy,63.93,31.65,36.19,78,9,15.32,RU,2020-11-07 20:36:54
317,Kavieng,-2.57,150.8,83.16,68,44,7.52,PG,2020-11-07 20:36:55
318,Prince Rupert,54.32,-130.32,41.0,65,1,13.87,CA,2020-11-07 20:36:55
319,Mzimba,-11.9,33.6,72.95,41,0,14.41,MW,2020-11-07 20:36:55
320,Kibre Mengist,5.88,38.98,60.76,95,100,1.32,ET,2020-11-07 20:36:55
321,Ivybridge,50.39,-3.92,55.99,92,100,1.99,GB,2020-11-07 20:36:55
322,Aviles,43.55,-5.92,59.0,77,40,3.36,ES,2020-11-07 20:36:55
323,Hofn,64.25,-15.21,41.76,83,100,11.99,IS,2020-11-07 20:36:55
324,Moscow,55.75,37.62,71.11,93,0,6.71,RU,2020-11-07 20:36:45
325,Garissa,-0.45,39.64,80.89,62,21,13.98,KE,2020-11-07 20:36:55
326,Kieta,-6.22,155.63,81.45,74,3,1.07,PG,2020-11-07 20:36:55
327,Asfi,32.3,-9.24,66.2,77,27,4.05,MA,2020-11-07 20:36:55
328,Necochea,-38.55,-58.74,63.64,77,0,9.6,AR,2020-11-07 20:36:55
329,Puerto Vallarta,20.62,-105.23,86.0,55,5,8.05,MX,2020-11-07 20:36:55
330,Cockeysville,39.48,-76.64,71.01,36,0,2.82,US,2020-11-07 20:36:55
331,San Rafael,-34.62,-68.33,87.06,19,2,11.77,AR,2020-11-07 20:36:56
332,Bubaque,11.28,-15.83,84.97,77,0,14.25,GW,2020-11-07 20:36:56
333,Dunda,-8.12,34.25,69.49,52,5,1.92,TZ,2020-11-07 20:36:56
334,Luanda,-8.84,13.23,78.8,83,75,8.05,AO,2020-11-07 20:36:56
335,Henties Bay,-22.12,14.28,60.01,90,0,1.99,NA,2020-11-07 20:36:56
336,Swan River,52.11,-101.27,26.6,92,100,14.99,CA,2020-11-07 20:36:56
337,Barcelos,41.54,-8.62,60.8,87,40,17.22,PT,2020-11-07 20:35:17
338,Ostersund,63.18,14.64,39.2,80,81,10.29,SE,2020-11-07 20:36:56
339,Sao Miguel Do Araguaia,-13.28,-50.16,81.84,61,100,4.25,BR,2020-11-07 20:34:20
340,Solnechnyy,50.72,136.63,18.95,87,100,6.17,RU,2020-11-07 20:36:56
341,Port Keats,-14.25,129.55,82.96,63,3,3.44,AU,2020-11-07 20:36:56
342,Port Blair,11.67,92.75,80.96,80,0,7.36,IN,2020-11-07 20:36:56
343,Alugan,12.22,125.48,75.33,87,73,2.15,PH,2020-11-07 20:36:56
344,Yar-Sale,66.83,70.83,27.12,99,97,2.91,RU,2020-11-07 20:33:06
345,Neiafu,-18.65,-173.98,77.0,65,20,5.82,TO,2020-11-07 20:32:38
346,Key Biscayne,25.69,-80.16,80.6,78,90,14.99,US,2020-11-07 20:36:57
347,Sakaiminato,35.55,133.23,55.4,100,75,6.93,JP,2020-11-07 20:36:57
348,Vao,-22.67,167.48,73.31,73,73,11.32,NC,2020-11-07 20:36:57
349,Saint-Felicien,48.65,-72.45,39.2,60,90,3.36,CA,2020-11-07 20:36:57
350,Tateyama,34.98,139.87,63.0,77,75,8.05,JP,2020-11-07 20:32:05
351,Otorohanga,-38.18,175.2,64.99,85,89,11.01,NZ,2020-11-07 20:36:57
352,Prado,-17.34,-39.22,76.44,87,2,7.23,BR,2020-11-07 20:36:57
353,Olovo,44.13,18.58,39.2,100,0,2.24,BA,2020-11-07 20:36:57
354,Amuntai,-2.42,115.25,73.63,95,100,1.41,ID,2020-11-07 20:36:57
355,Olafsvik,64.89,-23.71,41.27,68,91,30.15,IS,2020-11-07 20:36:57
356,Bathsheba,13.22,-59.52,82.4,83,40,17.22,BB,2020-11-07 20:36:57
357,Gazanjyk,39.24,55.52,52.74,76,95,3.33,TM,2020-11-07 20:36:57
358,Guamuchil,25.47,-108.1,90.0,60,0,11.01,MX,2020-11-07 20:36:57
359,Arawa,-6.21,155.54,81.27,75,1,0.72,PG,2020-11-07 20:36:58
360,Leningradskiy,69.38,178.42,19.65,96,100,11.39,RU,2020-11-07 20:36:58
361,Coihueco,-36.62,-71.83,82.4,32,0,11.41,CL,2020-11-07 20:36:58
362,Placerville,38.73,-120.8,55.99,45,1,6.93,US,2020-11-07 20:34:38
363,Serebryanyy Bor,56.8,124.8,-3.73,89,100,7.63,RU,2020-11-07 20:36:58
364,Trairi,-3.28,-39.27,80.51,73,26,11.99,BR,2020-11-07 20:32:48
365,Fortuna,40.6,-124.16,55.99,62,20,16.11,US,2020-11-07 20:36:58
366,Buala,-8.14,159.59,83.01,72,5,3.76,SB,2020-11-07 20:36:58
367,Hervey Bay,-25.3,152.85,70.0,69,3,3.0,AU,2020-11-07 20:33:57
368,Neuquen,-38.95,-68.06,86.0,28,0,11.41,AR,2020-11-07 20:36:58
369,Avera,33.19,-82.53,80.6,54,40,10.29,US,2020-11-07 20:35:08
370,Santa Fe,-31.63,-60.7,90.0,27,2,5.01,AR,2020-11-07 20:35:26
371,Paso De Los Toros,-32.82,-56.52,80.6,42,20,11.41,UY,2020-11-07 20:36:58
372,Kroya,-7.63,109.25,64.99,81,51,3.8,ID,2020-11-07 20:36:58
373,Khovu-Aksy,51.13,93.6,28.42,92,5,4.14,RU,2020-11-07 20:36:59
374,Likasi,-10.98,26.73,69.31,49,0,2.59,CD,2020-11-07 20:36:59
375,Macas,-2.32,-78.12,71.6,78,40,4.7,EC,2020-11-07 20:36:59
376,Dharmapuri,12.13,78.17,69.78,95,31,2.95,IN,2020-11-07 20:36:59
377,Mecca,21.43,39.83,77.5,64,6,3.4,SA,2020-11-07 20:36:59
378,Thinadhoo,0.53,72.93,83.71,72,94,8.81,MV,2020-11-07 20:36:59
379,Pontes E Lacerda,-15.23,-59.34,94.68,31,100,4.47,BR,2020-11-07 20:36:59
380,Bilibino,68.05,166.44,0.39,90,100,2.06,RU,2020-11-07 20:36:59
381,Aklavik,68.22,-135.01,33.8,55,75,4.7,CA,2020-11-07 20:36:59
382,Laguna,38.42,-121.42,62.01,41,1,5.82,US,2020-11-07 20:36:59
383,Inuvik,68.35,-133.72,28.4,63,0,4.7,CA,2020-11-07 20:33:58
384,Yulara,-25.24,130.99,71.6,15,32,6.93,AU,2020-11-07 20:36:59
385,Beloha,-25.17,45.05,71.46,69,0,2.08,MG,2020-11-07 20:37:00
386,Pasco,28.29,-82.42,82.99,67,100,4.0,US,2020-11-07 20:37:00
387,Malakal,9.53,31.66,78.62,28,90,3.69,SS,2020-11-07 20:37:00
388,Port Alberni,49.24,-124.8,46.0,65,0,4.9,CA,2020-11-07 20:35:01
389,Ambon,-3.7,128.18,75.99,16,80,9.37,ID,2020-11-07 20:37:00
390,Ust-Kishert,57.37,57.25,34.59,93,100,10.56,RU,2020-11-07 20:37:00
391,Arbroath,56.56,-2.59,42.01,100,90,2.24,GB,2020-11-07 20:37:00
392,Ahipara,-35.17,173.17,64.89,71,31,13.09,NZ,2020-11-07 20:37:00
393,Coquimbo,-29.95,-71.34,62.6,67,0,13.87,CL,2020-11-07 20:33:50
394,Nizhniye Sergi,56.66,59.3,33.24,95,100,3.18,RU,2020-11-07 20:33:05
395,Tual,-5.67,132.75,82.81,69,91,12.41,ID,2020-11-07 20:37:00
396,Lethem,3.38,-59.8,84.79,69,100,7.83,GY,2020-11-07 20:37:00
397,Khandyga,62.67,135.6,-9.0,89,98,0.2,RU,2020-11-07 20:37:00
398,Maneromango,-7.2,38.78,77.0,88,40,4.7,TZ,2020-11-07 20:37:00
399,Zhigansk,66.77,123.37,-16.26,88,61,5.28,RU,2020-11-07 20:37:00
400,Marystown,47.17,-55.15,46.99,100,26,8.99,CA,2020-11-07 20:37:01
401,Manta,-0.95,-80.73,80.6,65,40,8.05,EC,2020-11-07 20:37:01
402,Bensonville,6.45,-10.61,78.8,94,20,3.58,LR,2020-11-07 20:37:01
403,Raudeberg,61.99,5.14,45.0,96,83,3.74,NO,2020-11-07 20:37:01
404,Vranov,48.89,15.81,37.99,88,0,4.56,CZ,2020-11-07 20:37:01
405,Biak,-0.91,122.88,77.43,76,98,6.42,ID,2020-11-07 20:37:01
406,Canandaigua,42.87,-77.29,73.4,33,1,5.82,US,2020-11-07 20:35:07
407,Nola,40.92,14.53,59.0,72,0,3.36,IT,2020-11-07 20:37:01
408,Darya Khan,31.79,71.1,60.71,31,0,1.34,PK,2020-11-07 20:37:01
409,Tarakan,3.3,117.63,77.88,83,100,11.9,ID,2020-11-07 20:37:01
410,Ginda,30.69,78.49,48.34,41,0,5.32,IN,2020-11-07 20:37:02
411,Windsor,42.3,-83.02,69.8,45,1,14.99,CA,2020-11-07 20:34:06
412,Barmer,25.75,71.38,73.22,26,0,3.62,IN,2020-11-07 20:37:02
413,Axim,4.87,-2.24,78.73,87,71,7.34,GH,2020-11-07 20:37:02
414,Mahibadhoo,3.78,72.97,83.43,77,99,10.89,MV,2020-11-07 20:37:02
415,Rosario,-32.95,-60.64,86.0,35,0,11.41,AR,2020-11-07 20:37:02
416,Tainan,22.99,120.21,69.01,88,75,8.05,TW,2020-11-07 20:35:22
417,Struthers,41.05,-80.61,75.2,35,1,3.8,US,2020-11-07 20:37:02
418,Lumeje,-11.55,20.78,71.17,78,87,3.89,AO,2020-11-07 20:37:02
419,Tiznit,29.58,-9.5,63.39,68,17,0.98,MA,2020-11-07 20:37:02
420,Vestmannaeyjar,63.44,-20.27,44.6,87,75,21.92,IS,2020-11-07 20:37:02
421,Ancud,-41.87,-73.82,64.4,52,0,9.17,CL,2020-11-07 20:37:02
422,Hambantota,6.12,81.12,79.14,81,0,9.75,LK,2020-11-07 20:37:02
423,Kodinsk,58.69,99.18,31.87,98,100,3.69,RU,2020-11-07 20:37:03
424,Sheregesh,52.92,87.99,33.37,93,24,3.33,RU,2020-11-07 20:37:03
425,Melaka,2.2,102.24,77.0,94,20,4.65,MY,2020-11-07 20:37:03
426,Ternate,0.8,127.4,81.14,78,42,9.51,ID,2020-11-07 20:37:03
427,Shaunavon,49.65,-108.42,30.2,100,100,3.36,CA,2020-11-07 20:37:03
428,Sisimiut,66.94,-53.67,15.49,85,99,14.76,GL,2020-11-07 20:37:03
429,Dawlatabad,36.41,64.91,61.63,27,74,4.81,AF,2020-11-07 20:37:03
430,Sudbury,46.49,-80.99,62.6,67,75,12.75,CA,2020-11-07 20:35:38
431,Beringovskiy,63.05,179.32,28.6,89,34,7.65,RU,2020-11-07 20:37:03
432,Kinsale,51.71,-8.53,54.0,100,75,9.17,IE,2020-11-07 20:37:03
433,Buta,2.79,24.73,71.29,97,100,1.43,CD,2020-11-07 20:37:03
434,Alta Floresta,-9.88,-56.09,91.4,52,40,4.7,BR,2020-11-07 20:37:03
435,Lorengau,-2.02,147.27,81.95,69,23,7.61,PG,2020-11-07 20:37:03
436,Teya,60.38,92.63,38.12,86,100,11.45,RU,2020-11-07 20:37:04
437,Nouakchott,18.09,-15.98,80.6,61,0,16.11,MR,2020-11-07 20:34:21
438,Northam,51.03,-4.22,55.99,94,100,1.99,GB,2020-11-07 20:37:04
439,San Quintin,30.48,-115.95,65.82,52,0,17.4,MX,2020-11-07 20:37:04
440,Goshogawara,40.8,140.44,53.01,76,20,1.99,JP,2020-11-07 20:37:04
441,Ketchikan,55.34,-131.65,39.2,69,1,20.8,US,2020-11-07 20:35:16
442,Safford,32.83,-109.71,77.0,25,90,4.7,US,2020-11-07 20:37:04
443,Viedma,-40.81,-63.0,73.0,45,68,1.99,AR,2020-11-07 20:37:04
444,Gorontalo,0.54,123.06,75.33,80,100,3.09,ID,2020-11-07 20:37:04
445,Birecik,37.03,37.99,51.8,71,0,5.88,TR,2020-11-07 20:37:04
446,Asyut,27.18,31.18,64.4,68,0,4.7,EG,2020-11-07 20:37:04
447,Sioux Lookout,50.1,-91.92,32.0,81,90,6.93,CA,2020-11-07 20:37:04
448,Znamenskoye,57.13,73.83,38.21,77,98,9.22,RU,2020-11-07 20:37:04
449,Shetpe,44.17,52.12,42.21,76,97,7.63,KZ,2020-11-07 20:37:04
450,Dumabato,16.32,121.7,72.59,92,100,4.88,PH,2020-11-07 20:37:04
451,Daru,-9.08,143.21,76.57,91,98,5.55,PG,2020-11-07 20:37:04
452,Uyuni,-20.46,-66.83,54.7,49,78,21.83,BO,2020-11-07 20:37:05
453,Matongo,-2.38,34.08,69.49,76,52,2.59,TZ,2020-11-07 20:37:05
454,Ridgecrest,35.62,-117.67,46.99,77,100,1.99,US,2020-11-07 20:34:14
455,Port Arthur,38.8,121.27,44.6,30,0,11.18,CN,2020-11-07 20:37:05
456,Nkowakowa,-23.89,30.29,75.2,36,0,3.36,ZA,2020-11-07 20:37:05
457,Paamiut,61.99,-49.67,28.67,90,100,17.52,GL,2020-11-07 20:37:05
458,Ranong,9.97,98.63,76.96,87,59,4.0,TH,2020-11-07 20:37:05
459,Quelimane,-17.88,36.89,80.6,78,0,14.99,MZ,2020-11-07 20:37:05
460,Flinders,-34.58,150.86,59.0,71,49,6.8,AU,2020-11-07 20:37:05
461,Izhma,65.01,53.91,32.58,97,99,5.41,RU,2020-11-07 20:37:05
462,San Jeronimo,-11.95,-75.28,56.07,59,87,4.94,PE,2020-11-07 20:37:05
463,Achit,56.8,57.9,33.82,96,100,4.94,RU,2020-11-07 20:37:05
464,Owando,-0.48,15.9,72.9,92,72,2.3,CG,2020-11-07 20:37:05
465,Erzin,36.96,36.2,64.0,52,0,7.0,TR,2020-11-07 20:37:05
466,Masaya,11.97,-86.09,86.0,70,40,13.87,NI,2020-11-07 20:37:06
467,Roma,43.21,-75.46,69.8,46,1,10.29,US,2020-11-07 20:34:18
468,Mutoko,-17.4,32.23,76.03,26,0,4.16,ZW,2020-11-07 20:37:06
469,Goryachegorsk,55.41,88.92,38.48,82,67,6.78,RU,2020-11-07 20:37:06
470,Kati,12.74,-8.07,80.6,39,0,6.93,ML,2020-11-07 20:37:06
471,Isangel,-19.55,169.27,80.89,71,0,7.76,VU,2020-11-07 20:37:06
472,Puquio,-14.7,-74.13,61.95,33,67,12.03,PE,2020-11-07 20:37:06
473,Sept-Iles,50.2,-66.38,33.8,55,35,6.93,CA,2020-11-07 20:37:06
474,Leh,34.17,77.58,27.95,61,0,3.44,IN,2020-11-07 20:37:06
475,Kherson,46.66,32.62,42.8,87,0,4.47,UA,2020-11-07 20:37:06
476,Dinard,48.63,-2.06,59.0,77,0,6.93,FR,2020-11-07 20:37:06
477,Sorong,-0.88,131.25,80.22,85,100,11.14,ID,2020-11-07 20:32:31
478,Saratov,51.57,46.03,39.0,76,29,14.0,RU,2020-11-07 20:37:07
479,Hovd,48.01,91.64,27.34,90,64,0.78,MN,2020-11-07 20:32:08
480,Wicklow,53.0,-6.42,52.0,87,90,6.93,IE,2020-11-07 20:37:07
481,Zalesovo,53.99,84.74,35.55,87,91,7.74,RU,2020-11-07 20:37:07
482,Kalmunai,7.42,81.82,78.75,84,35,3.42,LK,2020-11-07 20:37:07
483,De Aar,-30.65,24.01,69.51,31,0,10.71,ZA,2020-11-07 20:37:07
484,Karratha,-20.74,116.85,69.96,67,0,9.91,AU,2020-11-07 20:33:25
485,Marsh Harbour,26.54,-77.06,79.18,76,100,27.07,BS,2020-11-07 20:37:07
486,Sobolevo,54.43,31.9,45.3,84,97,11.21,RU,2020-11-07 20:37:07
487,Hit,33.64,42.83,67.68,47,100,9.08,IQ,2020-11-07 20:37:07
488,Keti Bandar,24.14,67.45,77.22,54,0,6.44,PK,2020-11-07 20:37:07
489,Gonc,48.47,21.28,44.01,93,0,3.36,HU,2020-11-07 20:37:07
490,Vila,42.03,-8.16,55.0,94,98,4.61,PT,2020-11-07 20:37:07
491,Adelaide,-34.93,138.6,59.0,47,0,11.41,AU,2020-11-07 20:34:25
492,Shakawe,-18.37,21.85,82.15,35,21,4.99,BW,2020-11-07 20:37:07
493,Tallahassee,30.44,-84.28,80.6,69,75,4.7,US,2020-11-07 20:34:18
494,Tsiroanomandidy,-18.77,46.03,74.8,68,100,3.33,MG,2020-11-07 20:37:08
495,Tampakan,6.44,124.93,73.08,87,99,0.58,PH,2020-11-07 20:37:08
496,Wanaka,-44.7,169.15,45.0,77,100,1.01,NZ,2020-11-07 20:35:25
497,Virginia Beach,36.85,-75.98,73.4,56,20,6.93,US,2020-11-07 20:34:45
498,Nador,35.17,-2.93,64.4,77,0,2.24,MA,2020-11-07 20:37:08
499,Antofagasta,-23.65,-70.4,64.4,68,40,14.99,CL,2020-11-07 20:34:18
500,Riviere-Du-Loup,47.83,-69.53,44.6,56,99,4.7,CA,2020-11-07 20:37:08
501,Hamilton,39.18,-84.53,73.99,33,1,9.17,US,2020-11-07 20:32:38
502,Tottori,35.5,134.23,58.44,76,6,4.65,JP,2020-11-07 20:37:08
503,Devils Lake,48.11,-98.87,33.8,80,90,11.41,US,2020-11-07 20:35:25
504,Knysna,-34.04,23.05,60.8,87,0,10.29,ZA,2020-11-07 20:37:08
505,Batticaloa,7.71,81.69,79.23,83,14,3.06,LK,2020-11-07 20:37:08
506,Te Anau,-45.42,167.72,45.05,69,79,7.29,NZ,2020-11-07 20:37:08
507,Taranagar,28.67,75.04,67.06,25,0,3.58,IN,2020-11-07 20:37:08
508,Boshnyakovo,49.63,142.17,27.34,91,98,4.16,RU,2020-11-07 20:37:09
509,Sault Sainte Marie,46.52,-84.33,66.2,63,1,11.41,CA,2020-11-07 20:37:09
510,Gemena,3.25,19.77,71.47,94,95,1.86,CD,2020-11-07 20:37:09
511,Syracuse,37.09,15.28,62.6,87,20,3.36,IT,2020-11-07 20:37:09
512,Udachnyy,66.42,112.4,-2.2,84,0,6.71,RU,2020-11-07 20:36:01
513,Kulhudhuffushi,6.62,73.07,83.68,77,99,15.99,MV,2020-11-07 20:37:09
514,Kantunilkin,21.09,-87.45,84.2,70,40,9.17,MX,2020-11-07 20:32:46
515,Bulgan,48.81,103.53,27.28,86,0,2.95,MN,2020-11-07 20:37:09
516,Luderitz,-26.65,15.16,62.85,86,0,5.12,NA,2020-11-07 20:37:09
517,Naranjito,-2.22,-79.48,84.2,54,75,6.93,EC,2020-11-07 20:37:09
518,Lavrentiya,65.58,-171.0,28.69,96,53,10.0,RU,2020-11-07 20:37:09
519,Cravo Norte,6.3,-70.2,88.16,61,88,4.76,CO,2020-11-07 20:37:10
520,Mount Gambier,-37.83,140.77,39.2,93,0,4.7,AU,2020-11-07 20:37:10
521,Wanxian,30.8,108.39,58.35,73,0,2.19,CN,2020-11-07 20:37:10
522,Thakurgaon,26.03,88.47,65.35,71,0,4.07,BD,2020-11-07 20:37:10
523,Havelock,34.88,-76.9,75.0,73,90,12.75,US,2020-11-07 20:37:10
524,Sumatac,45.1,15.86,41.0,90,0,1.01,BA,2020-11-07 20:37:10
525,Rio Verde De Mato Grosso,-18.92,-54.84,93.13,33,32,2.01,BR,2020-11-07 20:37:10
526,Plettenberg Bay,-34.05,23.37,61.65,73,0,1.63,ZA,2020-11-07 20:37:10
527,Matara,5.95,80.54,77.05,87,0,5.66,LK,2020-11-07 20:37:10
528,Zhangye,38.93,100.45,39.56,51,0,6.02,CN,2020-11-07 20:37:10
529,Itacoatiara,-3.14,-58.44,88.12,59,81,0.65,BR,2020-11-07 20:37:10
530,Hurricane,37.18,-113.29,59.0,22,75,20.8,US,2020-11-07 20:34:53
531,Vilcun,-38.65,-72.23,68.0,60,0,11.41,CL,2020-11-07 20:37:10
532,Great Bend,38.36,-98.76,73.99,56,1,28.86,US,2020-11-07 20:37:10
533,Road Town,18.42,-64.62,84.2,74,40,6.93,VG,2020-11-07 20:37:11
534,Saravena,6.95,-71.88,80.83,87,85,2.13,CO,2020-11-07 20:37:11
535,Contamana,-7.33,-75.02,96.01,35,91,3.91,PE,2020-11-07 20:37:11
536,Ola,59.58,151.28,11.19,87,100,14.99,RU,2020-11-07 20:37:11
537,Erdenet,49.03,104.08,24.21,85,0,3.09,MN,2020-11-07 20:37:11
538,Along,28.17,94.77,55.69,52,0,2.13,IN,2020-11-07 20:37:11
539,Oranjemund,-28.55,16.43,62.83,86,27,4.18,NA,2020-11-07 20:37:11
540,Teguise,29.06,-13.56,69.8,68,20,4.7,ES,2020-11-07 20:37:11
541,Brownsville,25.9,-97.5,84.2,54,20,11.41,US,2020-11-07 20:35:23
542,Samarai,-10.62,150.67,81.41,82,13,8.01,PG,2020-11-07 20:37:11
543,Bintulu,3.17,113.03,77.0,94,20,2.28,MY,2020-11-07 20:37:11
544,Arrifes,37.77,-25.7,60.8,72,40,8.05,PT,2020-11-07 20:37:11
545,Bartica,6.4,-58.62,80.6,94,40,6.93,GY,2020-11-07 20:37:12
546,Pinheiral,-22.51,-44.0,73.4,69,90,8.05,BR,2020-11-07 20:37:12
547,Ambilobe,-13.2,49.05,74.35,77,100,4.07,MG,2020-11-07 20:37:12
548,Hasaki,35.73,140.83,57.2,93,75,2.24,JP,2020-11-07 20:37:12
549,Goundam,16.41,-3.67,84.4,13,0,10.96,ML,2020-11-07 20:37:12
550,Bowen,-20.02,148.23,69.8,94,38,4.7,AU,2020-11-07 20:35:17
551,Parksville,49.32,-124.32,46.4,65,20,20.8,CA,2020-11-07 20:37:12
552,Genhe,50.78,121.52,5.45,92,63,3.69,CN,2020-11-07 20:37:12
553,Sao Joao Da Barra,-21.64,-41.05,77.0,65,75,11.41,BR,2020-11-07 20:37:12
554,Melur,10.05,78.33,78.8,88,19,5.82,IN,2020-11-07 20:37:12
555,Shu,43.6,73.76,55.26,30,100,11.03,KZ,2020-11-07 20:37:12
556,Hammerfest,70.66,23.68,35.6,90,100,58.61,NO,2020-11-07 20:37:12
557,Sangueya,10.7,-14.37,79.27,87,0,3.33,GN,2020-11-07 20:37:12
558,Sao Jose Da Coroa Grande,-8.9,-35.15,78.3,82,22,11.81,BR,2020-11-07 20:37:12
559,Vila Franca Do Campo,37.72,-25.43,60.8,72,40,8.05,PT,2020-11-07 20:37:13
560,Dongsheng,39.82,109.98,30.16,75,0,5.37,CN,2020-11-07 20:37:13
561,Fairbanks,64.84,-147.72,26.01,94,100,3.06,US,2020-11-07 20:37:13
562,Asopos,36.73,22.87,59.92,66,0,18.57,GR,2020-11-07 20:37:13
563,Catamarca,-28.47,-65.79,89.01,27,4,11.01,AR,2020-11-07 20:37:13
564,Havre-Saint-Pierre,50.23,-63.6,33.8,50,1,10.29,CA,2020-11-07 20:37:13
565,Ampanihy,-24.7,44.75,75.34,54,0,2.95,MG,2020-11-07 20:37:13
566,Mudon,16.26,97.72,76.1,86,89,3.78,MM,2020-11-07 20:37:13
567,Mastic Beach,40.77,-72.85,70.0,46,1,6.93,US,2020-11-07 20:37:14
568,San Juan,-31.54,-68.54,89.73,19,8,17.6,AR,2020-11-07 20:37:14
569,Sukhumi,43.0,41.02,52.52,73,5,3.06,GE,2020-11-07 20:37:14
570,Lompoc,34.64,-120.46,57.2,82,75,10.29,US,2020-11-07 20:37:14
571,Knyaze-Volkonskoye,48.46,135.46,26.6,92,90,4.47,RU,2020-11-07 20:37:14
572,Fort Nelson,58.81,-122.7,12.2,85,75,4.21,CA,2020-11-07 20:36:54
573,Chaiyaphum,15.75,102.0,71.58,80,74,8.79,TH,2020-11-07 20:37:14
574,Kaspiysk,42.88,47.64,50.0,66,40,31.32,RU,2020-11-07 20:37:14
575,Juneau,58.3,-134.42,25.0,92,75,3.62,US,2020-11-07 20:35:16
576,Luganville,-15.53,167.17,82.4,83,75,3.36,VU,2020-11-07 20:37:14
577,Xichang,27.9,102.26,54.55,66,99,2.71,CN,2020-11-07 20:37:14
578,Minab,27.15,57.08,69.8,83,0,6.93,IR,2020-11-07 20:37:14
579,Taebla,58.95,23.74,48.99,91,100,10.0,EE,2020-11-07 20:37:14
580,Kishtwar,33.32,75.77,44.06,43,0,4.5,IN,2020-11-07 20:37:15
581,Tautira,-17.73,-149.15,84.2,70,20,12.75,PF,2020-11-07 20:37:15
582,Tiradentes,-21.11,-44.18,75.2,69,40,10.29,BR,2020-11-07 20:37:15
583,La Concordia,13.2,-86.17,68.0,100,90,7.36,NI,2020-11-07 20:37:15
584,Muisne,0.6,-80.03,82.4,74,75,12.75,EC,2020-11-07 20:37:15
585,Mujiayingzi,42.12,118.78,23.11,66,0,5.19,CN,2020-11-07 20:37:15
586,Shubarkuduk,49.14,56.49,39.25,74,99,20.71,KZ,2020-11-07 20:37:15
587,Arona,28.1,-16.68,70.0,60,20,5.82,ES,2020-11-07 20:37:15
588,Sergeyevka,53.88,67.42,41.45,72,100,13.85,KZ,2020-11-07 20:37:15
589,Saint-Georges,12.06,-61.75,84.2,83,40,16.11,GD,2020-11-07 20:37:15
590,Maumere,-8.62,122.21,80.11,71,88,3.2,ID,2020-11-07 20:37:15
591,Prince George,53.92,-122.75,33.01,77,1,11.41,CA,2020-11-07 20:33:29
592,Tupik,54.43,119.93,7.5,89,82,0.98,RU,2020-11-07 20:37:15
593,Wageningen,51.97,5.67,48.99,100,32,3.36,NL,2020-11-07 20:34:11
594,Marrakesh,31.63,-8.01,66.2,59,0,4.7,MA,2020-11-07 20:37:16
595,Maiduguri,11.85,13.16,75.88,23,0,8.08,NG,2020-11-07 20:37:16
596,Kerema,-7.96,145.78,77.56,88,95,6.2,PG,2020-11-07 20:37:16
597,Les Cayes,18.2,-73.75,80.17,82,100,10.74,HT,2020-11-07 20:37:16
598,Tambopata,-12.73,-69.18,98.29,28,68,2.19,PE,2020-11-07 20:37:16
599,Odweyne,9.41,45.06,70.2,34,9,3.22,SO,2020-11-07 20:37:16
600,Half Moon Bay,37.46,-122.43,61.0,66,1,14.99,US,2020-11-07 20:37:16
601,Guarapari,-20.67,-40.5,77.0,78,75,6.93,BR,2020-11-07 20:37:16
602,Chara,56.91,118.26,-5.48,77,80,2.51,RU,2020-11-07 20:37:16
603,Haines Junction,60.75,-137.51,-5.8,70,100,1.12,CA,2020-11-07 20:37:16
604,Qaqortoq,60.72,-46.03,28.4,74,75,3.36,GL,2020-11-07 20:37:16
605,Ritchie,-29.04,24.6,68.0,42,0,8.05,ZA,2020-11-07 20:37:16
606,Kemlya,54.7,45.24,36.45,93,30,4.47,RU,2020-11-07 20:37:17
607,Sembakung,3.82,117.25,74.86,97,100,1.36,ID,2020-11-07 20:37:17
608,Nadapuram,11.7,75.67,80.6,88,20,2.24,IN,2020-11-07 20:37:17
